TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/090da9bc-f278-44be-86e1-284e5328dd31.jpg,Bean
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/f0e34e9a-afdd-40b5-8776-910d0dad7790.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/c95b2b61-97f7-4e27-a1a5-f65c27e581d8.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/41c09b6f-842b-4949-9b25-2c766e8a9f55.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/aa1e2517-98b4-465e-9fb7-79abb671b569.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/a8fa4306-f1a8-46df-bdea-61f403efdc35.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/d22ecee7-7402-4024-9e3c-bd4d5f2dd12e.png,ship
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/e035a8a2-2b16-4e71-9ce0-e6fe6ff7a22a.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/df661786-4498-4cd4-a9ae-fdad7b010fd1.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/f919a736-4486-4a6c-bc89-a663a81cd457.jpg,Bean
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/0bd66b61-b628-44b0-ae94-a7a3a170ca03.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/b92e0b92-a61c-4414-867b-2cbf3f102057.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/11caa393-4d17-40d9-8433-ff2356d0adab.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/6a152fc8-0dd9-4d60-a2f8-42f4338c88b7.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/33a347c2-55fb-45bd-80d8-583a3ae90f90.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/0b7329d0-6772-4073-980e-781489ba5776.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/eff34bce-a726-48da-bf53-63174f356a24.png,ship
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/503323f1-26a3-415b-afb8-a28ee067edee.png,horse
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/9ac59405-9366-4d76-9333-e71932161e06.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/95d7fc8f-7940-4c28-ad1e-1bcbbcffeae2.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/59952492-4721-4e73-96a7-1a580359dbbb.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/20be8211-029a-4c78-a91f-791c84963fc1.png,horse
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/040c1b80-8559-437f-90df-82457fb81e5a.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/35414967-4c04-4002-acc4-d1128abf3028.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/df0c707e-6697-420f-9ef1-a80958351cf3.png,frog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/1dc5fb94-26e7-4e4f-a313-56a628accf05.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/9b949c8b-ab89-4ee7-8dc1-373be80a22aa.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/baeee4a9-3ea3-4597-9ead-11ec0e546024.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/578ba96a-faf3-4ac9-ae47-cf0bb3da5444.png,ship
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/7e4add74-c65a-4c99-9258-306b476a7a88.png,horse
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/a1b5f549-02aa-4066-af41-bd190af59d77.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/8124f30b-8f82-43fe-9b3f-7d6763a4d88d.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/23ae7a17-fc7c-46f0-b63c-12bbf4988c26.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/42964bef-2bba-4b71-afbe-77f70c8b482b.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/c9963772-6867-4a76-a3b8-50f0b0dd0daf.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/a8d96835-46f8-45f2-ab32-3f4cd9a5eb37.png,frog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/6c536dc1-f106-4dfe-8f0a-8bc3c98a3342.png,phone
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/3c224a8c-0cc6-472b-9b28-7fa41983f919.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/2da330a5-ebee-4a14-ae87-a28b7aad6a85.png,phone
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/4c576cc1-3422-497f-a8ec-eb581a41c43a.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/5f372d78-2bff-409d-baa1-7dfc7d85811a.png,phone
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/07188bc1-0ee9-46ea-86c7-866c767d5cad.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/3b3371f6-69dd-4af6-9afd-4905fa842007.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/2b37bf02-adda-4621-b2ef-d1559631214d.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/b7c1ce64-a057-4f30-923c-96520f16e62c.png,horse
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/474a956b-d4f0-4f30-ac11-4b13ead6824f.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/a69b5a9f-1801-4c1b-aa3e-ad152e2f28e7.png,frog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/59f315b2-c648-4436-b355-76075e71abe0.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/e78bbdef-95e7-4c72-8843-12a68c3a8269.png,phone
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/55b13a7c-304f-4616-aa12-8640878e4fba.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/6fd4ff5e-3668-4f2f-bed0-e7597bbde78b.jpg,Bean
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/7cb21f31-069f-4de6-9fd7-d8e35b82186a.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/f7e50af3-adb2-4322-b797-b360ce05cbe3.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/01e0d7fa-5b9f-4951-8d0d-9efa36290e76.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/34c0eb3c-630e-4206-bd9a-b88f40b2046c.png,airplane
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/4107e7f2-03a2-4270-86fd-13cadb44388c.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/587019e4-c6eb-48af-b802-2ea618955f46.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/43d6d24d-72cf-43e9-bb7b-79e314d8ddba.jpg,Bean
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/6b69bd0c-c388-4804-9062-6a1950154977.png,horse
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/71e6a534-12b0-4502-82f1-a499bfd57c22.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/75055953-d4a2-42ba-85d7-bfd2522b512e.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/3b4e6bbb-7e9a-489a-b3b5-2bc22efbff48.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/1cafe5d0-511f-402b-99ad-eef3ab03c65e.jpg,Car
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/37ce6c0b-93dc-4a3d-80fa-805b4e69dc21.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/5e0e755a-b589-4aec-a822-a4b9bb09145e.jpg,Cat
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/b3ab691c-8c7e-4828-9174-c37bfae2bbaf.png,Person
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/48ec4ac6-56ce-4ad1-97e3-5636e8d464ad.jpg,Dog
TRAIN,gs://data528585/export_data-untitled_1651176768715-2022-04-29T15:34:25.451023Z/files/e766f1ae-0aba-446f-87b8-9e643e7218bd.jpg,Dog
